Series code,PR01'PRCG20_2200000000,PR01'PRCG20_2200010001,PR01'PRCG20_2200120001,PR01'PRCG20_2200220001,PR01'PRCG20_2200520001,PR01'PRCG20_2200620001,PR01'PRCG20_2200920001,PR02'PRCS15_5200000000,PR01'PRCG20_2400000000,PR01'PRCG20_2600000000,IR01'MADR1M,FM02'STRACLUCON

Notes,"Number of Commodity:515, Weights:1000","Number of Commodity:491, Weights:892.3","Number of Commodity:85, Weights:144.6","Number of Commodity:11, Weights:9.4","Number of Commodity:50, Weights:86.1","Number of Commodity:12, Weights:52.8","Number of Commodity:24, Weights:50.6","Number of Item:146, Weights:1000","Number of Commodity:184, Weights:1000","Number of Commodity:210, Weights:1000","",""

1901/01,,,,,,,,,,,8.76,
1901/02,,,,,,,,,,,8.76,
1901/03,,,,,,,,,,,8.76,
1901/04,,,,,,,,,,,8.76,
1901/05,,,,,,,,,,,8.76,
1901/06,,,,,,,,,,,8.76,
1901/07,,,,,,,,,,,8.76,
1901/08,,,,,,,,,,,8.76,
1901/09,,,,,,,,,,,8.76,
1901/10,,,,,,,,,,,8.76,
1901/11,,,,,,,,,,,8.76,
1901/12,,,,,,,,,,,8.76,
1902/01,,,,,,,,,,,8.76,
1902/02,,,,,,,,,,,8.76,
1902/03,,,,,,,,,,,8.03,
1902/04,,,,,,,,,,,8.03,
1902/05,,,,,,,,,,,8.03,
1902/06,,,,,,,,,,,7.3,
1902/07,,,,,,,,,,,7.3,
1902/08,,,,,,,,,,,7.3,
1902/09,,,,,,,,,,,7.3,
1902/10,,,,,,,,,,,6.57,
1902/11,,,,,,,,,,,6.57,
1902/12,,,,,,,,,,,6.21,
1903/01,,,,,,,,,,,6.21,
1903/02,,,,,,,,,,,6.21,
1903/03,,,,,,,,,,,5.84,
1903/04,,,,,,,,,,,5.84,
1903/05,,,,,,,,,,,5.84,
1903/06,,,,,,,,,,,5.84,
1903/07,,,,,,,,,,,5.84,
1903/08,,,,,,,,,,,5.84,
1903/09,,,,,,,,,,,5.84,
1903/10,,,,,,,,,,,5.84,
1903/11,,,,,,,,,,,5.84,
1903/12,,,,,,,,,,,5.84,
1904/01,,,,,,,,,,,5.84,
1904/02,,,,,,,,,,,5.84,
1904/03,,,,,,,,,,,5.84,
1904/04,,,,,,,,,,,5.84,
1904/05,,,,,,,,,,,5.84,
1904/06,,,,,,,,,,,5.84,
1904/07,,,,,,,,,,,6.57,
1904/08,,,,,,,,,,,6.57,
1904/09,,,,,,,,,,,6.57,
1904/10,,,,,,,,,,,6.57,
1904/11,,,,,,,,,,,6.57,
1904/12,,,,,,,,,,,7.3,
1905/01,,,,,,,,,,,7.3,
1905/02,,,,,,,,,,,7.3,
1905/03,,,,,,,,,,,7.3,
1905/04,,,,,,,,,,,7.3,
1905/05,,,,,,,,,,,7.3,
1905/06,,,,,,,,,,,8.03,
1905/07,,,,,,,,,,,8.03,
1905/08,,,,,,,,,,,8.03,
1905/09,,,,,,,,,,,8.03,
1905/10,,,,,,,,,,,8.03,
1905/11,,,,,,,,,,,8.03,
1905/12,,,,,,,,,,,8.03,
1906/01,,,,,,,,,,,8.03,
1906/02,,,,,,,,,,,8.03,
1906/03,,,,,,,,,,,7.3,
1906/04,,,,,,,,,,,7.3,
1906/05,,,,,,,,,,,6.57,
1906/06,,,,,,,,,,,6.57,
1906/07,,,,,,,,,,,6.57,
1906/08,,,,,,,,,,,6.57,
1906/09,,,,,,,,,,,6.57,
1906/10,,,,,,,,,,,6.57,
1906/11,,,,,,,,,,,6.57,
1906/12,,,,,,,,,,,6.57,
1907/01,,,,,,,,,,,6.57,
1907/02,,,,,,,,,,,6.57,
1907/03,,,,,,,,,,,6.57,
1907/04,,,,,,,,,,,6.57,
1907/05,,,,,,,,,,,6.57,
1907/06,,,,,,,,,,,6.57,
1907/07,,,,,,,,,,,6.57,
1907/08,,,,,,,,,,,6.57,
1907/09,,,,,,,,,,,6.57,
1907/10,,,,,,,,,,,6.57,
1907/11,,,,,,,,,,,6.57,
1907/12,,,,,,,,,,,7.3,
1908/01,,,,,,,,,,,7.3,
1908/02,,,,,,,,,,,7.3,
1908/03,,,,,,,,,,,7.3,
1908/04,,,,,,,,,,,7.3,
1908/05,,,,,,,,,,,7.3,
1908/06,,,,,,,,,,,7.3,
1908/07,,,,,,,,,,,7.3,
1908/08,,,,,,,,,,,7.3,
1908/09,,,,,,,,,,,7.3,
1908/10,,,,,,,,,,,7.3,
1908/11,,,,,,,,,,,7.3,
1908/12,,,,,,,,,,,7.3,
1909/01,,,,,,,,,,,7.3,
1909/02,,,,,,,,,,,7.3,
1909/03,,,,,,,,,,,7.3,
1909/04,,,,,,,,,,,7.3,
1909/05,,,,,,,,,,,6.57,
1909/06,,,,,,,,,,,6.57,
1909/07,,,,,,,,,,,6.57,
1909/08,,,,,,,,,,,5.84,
1909/09,,,,,,,,,,,5.84,
1909/10,,,,,,,,,,,5.84,
1909/11,,,,,,,,,,,5.84,
1909/12,,,,,,,,,,,5.84,
1910/01,,,,,,,,,,,5.11,
1910/02,,,,,,,,,,,5.11,
1910/03,,,,,,,,,,,4.75,
1910/04,,,,,,,,,,,4.75,
1910/05,,,,,,,,,,,4.75,
1910/06,,,,,,,,,,,4.75,
1910/07,,,,,,,,,,,4.75,
1910/08,,,,,,,,,,,4.75,
1910/09,,,,,,,,,,,4.75,
1910/10,,,,,,,,,,,4.75,
1910/11,,,,,,,,,,,4.75,
1910/12,,,,,,,,,,,4.75,
1911/01,,,,,,,,,,,4.75,
1911/02,,,,,,,,,,,4.75,
1911/03,,,,,,,,,,,4.75,
1911/04,,,,,,,,,,,4.75,
1911/05,,,,,,,,,,,4.75,
1911/06,,,,,,,,,,,4.75,
1911/07,,,,,,,,,,,4.75,
1911/08,,,,,,,,,,,4.75,
1911/09,,,,,,,,,,,5.48,
1911/10,,,,,,,,,,,5.48,
1911/11,,,,,,,,,,,5.48,
1911/12,,,,,,,,,,,5.48,
1912/01,,,,,,,,,,,5.48,
1912/02,,,,,,,,,,,5.84,
1912/03,,,,,,,,,,,5.84,
1912/04,,,,,,,,,,,5.84,
1912/05,,,,,,,,,,,5.84,
1912/06,,,,,,,,,,,5.84,
1912/07,,,,,,,,,,,5.84,
1912/08,,,,,,,,,,,5.84,
1912/09,,,,,,,,,,,5.84,
1912/10,,,,,,,,,,,6.21,
1912/11,,,,,,,,,,,6.57,
1912/12,,,,,,,,,,,6.57,
1913/01,,,,,,,,,,,6.57,
1913/02,,,,,,,,,,,6.57,
1913/03,,,,,,,,,,,6.57,
1913/04,,,,,,,,,,,6.57,
1913/05,,,,,,,,,,,6.57,
1913/06,,,,,,,,,,,6.57,
1913/07,,,,,,,,,,,6.57,
1913/08,,,,,,,,,,,6.57,
1913/09,,,,,,,,,,,6.57,
1913/10,,,,,,,,,,,6.57,
1913/11,,,,,,,,,,,6.57,
1913/12,,,,,,,,,,,6.57,
1914/01,,,,,,,,,,,6.57,
1914/02,,,,,,,,,,,6.57,
1914/03,,,,,,,,,,,6.57,
1914/04,,,,,,,,,,,6.57,
1914/05,,,,,,,,,,,6.57,
1914/06,,,,,,,,,,,6.57,
1914/07,,,,,,,,,,,7.3,
1914/08,,,,,,,,,,,7.3,
1914/09,,,,,,,,,,,7.3,
1914/10,,,,,,,,,,,7.3,
1914/11,,,,,,,,,,,7.3,
1914/12,,,,,,,,,,,7.3,
1915/01,,,,,,,,,,,7.3,
1915/02,,,,,,,,,,,7.3,
1915/03,,,,,,,,,,,7.3,
1915/04,,,,,,,,,,,7.3,
1915/05,,,,,,,,,,,7.3,
1915/06,,,,,,,,,,,7.3,
1915/07,,,,,,,,,,,7.3,
1915/08,,,,,,,,,,,7.3,
1915/09,,,,,,,,,,,7.3,
1915/10,,,,,,,,,,,7.3,
1915/11,,,,,,,,,,,7.3,
1915/12,,,,,,,,,,,7.3,
1916/01,,,,,,,,,,,7.3,
1916/02,,,,,,,,,,,7.3,
1916/03,,,,,,,,,,,7.3,
1916/04,,,,,,,,,,,6.57,
1916/05,,,,,,,,,,,6.57,
1916/06,,,,,,,,,,,6.57,
1916/07,,,,,,,,,,,5.84,
1916/08,,,,,,,,,,,5.84,
1916/09,,,,,,,,,,,5.84,
1916/10,,,,,,,,,,,5.84,
1916/11,,,,,,,,,,,5.84,
1916/12,,,,,,,,,,,5.84,
1917/01,,,,,,,,,,,5.84,
1917/02,,,,,,,,,,,5.84,
1917/03,,,,,,,,,,,5.11,
1917/04,,,,,,,,,,,5.11,
1917/05,,,,,,,,,,,5.11,
1917/06,,,,,,,,,,,5.11,
1917/07,,,,,,,,,,,5.11,
1917/08,,,,,,,,,,,5.11,
1917/09,,,,,,,,,,,5.11,
1917/10,,,,,,,,,,,5.11,
1917/11,,,,,,,,,,,5.11,
1917/12,,,,,,,,,,,5.11,
1918/01,,,,,,,,,,,5.11,
1918/02,,,,,,,,,,,5.11,
1918/03,,,,,,,,,,,5.11,
1918/04,,,,,,,,,,,5.11,
1918/05,,,,,,,,,,,5.11,
1918/06,,,,,,,,,,,5.11,
1918/07,,,,,,,,,,,5.11,
1918/08,,,,,,,,,,,5.11,
1918/09,,,,,,,,,,,5.84,
1918/10,,,,,,,,,,,5.84,
1918/11,,,,,,,,,,,6.57,
1918/12,,,,,,,,,,,6.57,
1919/01,,,,,,,,,,,6.57,
1919/02,,,,,,,,,,,6.57,
1919/03,,,,,,,,,,,6.57,
1919/04,,,,,,,,,,,6.57,
1919/05,,,,,,,,,,,6.57,
1919/06,,,,,,,,,,,6.57,
1919/07,,,,,,,,,,,6.57,
1919/08,,,,,,,,,,,6.57,
1919/09,,,,,,,,,,,6.57,
1919/10,,,,,,,,,,,7.3,
1919/11,,,,,,,,,,,8.03,
1919/12,,,,,,,,,,,8.03,
1920/01,,,,,,,,,,,8.03,
1920/02,,,,,,,,,,,8.03,
1920/03,,,,,,,,,,,8.03,
1920/04,,,,,,,,,,,8.03,
1920/05,,,,,,,,,,,8.03,
1920/06,,,,,,,,,,,8.03,
1920/07,,,,,,,,,,,8.03,
1920/08,,,,,,,,,,,8.03,
1920/09,,,,,,,,,,,8.03,
1920/10,,,,,,,,,,,8.03,
1920/11,,,,,,,,,,,8.03,
1920/12,,,,,,,,,,,8.03,
1921/01,,,,,,,,,,,8.03,
1921/02,,,,,,,,,,,8.03,
1921/03,,,,,,,,,,,8.03,
1921/04,,,,,,,,,,,8.03,
1921/05,,,,,,,,,,,8.03,
1921/06,,,,,,,,,,,8.03,
1921/07,,,,,,,,,,,8.03,
1921/08,,,,,,,,,,,8.03,
1921/09,,,,,,,,,,,8.03,
1921/10,,,,,,,,,,,8.03,
1921/11,,,,,,,,,,,8.03,
1921/12,,,,,,,,,,,8.03,
1922/01,,,,,,,,,,,8.03,
1922/02,,,,,,,,,,,8.03,
1922/03,,,,,,,,,,,8.03,
1922/04,,,,,,,,,,,8.03,
1922/05,,,,,,,,,,,8.03,
1922/06,,,,,,,,,,,8.03,
1922/07,,,,,,,,,,,8.03,
1922/08,,,,,,,,,,,8.03,
1922/09,,,,,,,,,,,8.03,
1922/10,,,,,,,,,,,8.03,
1922/11,,,,,,,,,,,8.03,
1922/12,,,,,,,,,,,8.03,
1923/01,,,,,,,,,,,8.03,
1923/02,,,,,,,,,,,8.03,
1923/03,,,,,,,,,,,8.03,
1923/04,,,,,,,,,,,8.03,
1923/05,,,,,,,,,,,8.03,
1923/06,,,,,,,,,,,8.03,
1923/07,,,,,,,,,,,8.03,
1923/08,,,,,,,,,,,8.03,
1923/09,,,,,,,,,,,8.03,
1923/10,,,,,,,,,,,8.03,
1923/11,,,,,,,,,,,8.03,
1923/12,,,,,,,,,,,8.03,
1924/01,,,,,,,,,,,8.03,
1924/02,,,,,,,,,,,8.03,
1924/03,,,,,,,,,,,8.03,
1924/04,,,,,,,,,,,8.03,
1924/05,,,,,,,,,,,8.03,
1924/06,,,,,,,,,,,8.03,
1924/07,,,,,,,,,,,8.03,
1924/08,,,,,,,,,,,8.03,
1924/09,,,,,,,,,,,8.03,
1924/10,,,,,,,,,,,8.03,
1924/11,,,,,,,,,,,8.03,
1924/12,,,,,,,,,,,8.03,
1925/01,,,,,,,,,,,8.03,
1925/02,,,,,,,,,,,8.03,
1925/03,,,,,,,,,,,8.03,
1925/04,,,,,,,,,,,7.3,
1925/05,,,,,,,,,,,7.3,
1925/06,,,,,,,,,,,7.3,
1925/07,,,,,,,,,,,7.3,
1925/08,,,,,,,,,,,7.3,
1925/09,,,,,,,,,,,7.3,
1925/10,,,,,,,,,,,7.3,
1925/11,,,,,,,,,,,7.3,
1925/12,,,,,,,,,,,7.3,
1926/01,,,,,,,,,,,7.3,
1926/02,,,,,,,,,,,7.3,
1926/03,,,,,,,,,,,7.3,
1926/04,,,,,,,,,,,7.3,
1926/05,,,,,,,,,,,7.3,
1926/06,,,,,,,,,,,7.3,
1926/07,,,,,,,,,,,7.3,
1926/08,,,,,,,,,,,7.3,
1926/09,,,,,,,,,,,7.3,
1926/10,,,,,,,,,,,6.57,
1926/11,,,,,,,,,,,6.57,
1926/12,,,,,,,,,,,6.57,
1927/01,,,,,,,,,,,6.57,
1927/02,,,,,,,,,,,6.57,
1927/03,,,,,,,,,,,5.84,
1927/04,,,,,,,,,,,5.84,
1927/05,,,,,,,,,,,5.84,
1927/06,,,,,,,,,,,5.84,
1927/07,,,,,,,,,,,5.84,
1927/08,,,,,,,,,,,5.84,
1927/09,,,,,,,,,,,5.84,
1927/10,,,,,,,,,,,5.48,
1927/11,,,,,,,,,,,5.48,
1927/12,,,,,,,,,,,5.48,
1928/01,,,,,,,,,,,5.48,
1928/02,,,,,,,,,,,5.48,
1928/03,,,,,,,,,,,5.48,
1928/04,,,,,,,,,,,5.48,
1928/05,,,,,,,,,,,5.48,
1928/06,,,,,,,,,,,5.48,
1928/07,,,,,,,,,,,5.48,
1928/08,,,,,,,,,,,5.48,
1928/09,,,,,,,,,,,5.48,
1928/10,,,,,,,,,,,5.48,
1928/11,,,,,,,,,,,5.48,
1928/12,,,,,,,,,,,5.48,
1929/01,,,,,,,,,,,5.48,
1929/02,,,,,,,,,,,5.48,
1929/03,,,,,,,,,,,5.48,
1929/04,,,,,,,,,,,5.48,
1929/05,,,,,,,,,,,5.48,
1929/06,,,,,,,,,,,5.48,
1929/07,,,,,,,,,,,5.48,
1929/08,,,,,,,,,,,5.48,
1929/09,,,,,,,,,,,5.48,
1929/10,,,,,,,,,,,5.48,
1929/11,,,,,,,,,,,5.48,
1929/12,,,,,,,,,,,5.48,
1930/01,,,,,,,,,,,5.48,
1930/02,,,,,,,,,,,5.48,
1930/03,,,,,,,,,,,5.48,
1930/04,,,,,,,,,,,5.48,
1930/05,,,,,,,,,,,5.48,
1930/06,,,,,,,,,,,5.48,
1930/07,,,,,,,,,,,5.48,
1930/08,,,,,,,,,,,5.48,
1930/09,,,,,,,,,,,5.48,
1930/10,,,,,,,,,,,5.11,
1930/11,,,,,,,,,,,5.11,
1930/12,,,,,,,,,,,5.11,
1931/01,,,,,,,,,,,5.11,
1931/02,,,,,,,,,,,5.11,
1931/03,,,,,,,,,,,5.11,
1931/04,,,,,,,,,,,5.11,
1931/05,,,,,,,,,,,5.11,
1931/06,,,,,,,,,,,5.11,
1931/07,,,,,,,,,,,5.11,
1931/08,,,,,,,,,,,5.11,
1931/09,,,,,,,,,,,5.11,
1931/10,,,,,,,,,,,5.84,
1931/11,,,,,,,,,,,6.57,
1931/12,,,,,,,,,,,6.57,
1932/01,,,,,,,,,,,6.57,
1932/02,,,,,,,,,,,6.57,
1932/03,,,,,,,,,,,5.84,
1932/04,,,,,,,,,,,5.84,
1932/05,,,,,,,,,,,5.84,
1932/06,,,,,,,,,,,5.11,
1932/07,,,,,,,,,,,5.11,
1932/08,,,,,,,,,,,4.38,
1932/09,,,,,,,,,,,4.38,
1932/10,,,,,,,,,,,4.38,
1932/11,,,,,,,,,,,4.38,
1932/12,,,,,,,,,,,4.38,
1933/01,,,,,,,,,,,4.38,
1933/02,,,,,,,,,,,4.38,
1933/03,,,,,,,,,,,4.38,
1933/04,,,,,,,,,,,4.38,
1933/05,,,,,,,,,,,4.38,
1933/06,,,,,,,,,,,4.38,
1933/07,,,,,,,,,,,3.65,
1933/08,,,,,,,,,,,3.65,
1933/09,,,,,,,,,,,3.65,
1933/10,,,,,,,,,,,3.65,
1933/11,,,,,,,,,,,3.65,
1933/12,,,,,,,,,,,3.65,
1934/01,,,,,,,,,,,3.65,
1934/02,,,,,,,,,,,3.65,
1934/03,,,,,,,,,,,3.65,
1934/04,,,,,,,,,,,3.65,
1934/05,,,,,,,,,,,3.65,
1934/06,,,,,,,,,,,3.65,
1934/07,,,,,,,,,,,3.65,
1934/08,,,,,,,,,,,3.65,
1934/09,,,,,,,,,,,3.65,
1934/10,,,,,,,,,,,3.65,
1934/11,,,,,,,,,,,3.65,
1934/12,,,,,,,,,,,3.65,
1935/01,,,,,,,,,,,3.65,
1935/02,,,,,,,,,,,3.65,
1935/03,,,,,,,,,,,3.65,
1935/04,,,,,,,,,,,3.65,
1935/05,,,,,,,,,,,3.65,
1935/06,,,,,,,,,,,3.65,
1935/07,,,,,,,,,,,3.65,
1935/08,,,,,,,,,,,3.65,
1935/09,,,,,,,,,,,3.65,
1935/10,,,,,,,,,,,3.65,
1935/11,,,,,,,,,,,3.65,
1935/12,,,,,,,,,,,3.65,
1936/01,,,,,,,,,,,3.65,
1936/02,,,,,,,,,,,3.65,
1936/03,,,,,,,,,,,3.65,
1936/04,,,,,,,,,,,3.29,
1936/05,,,,,,,,,,,3.29,
1936/06,,,,,,,,,,,3.29,
1936/07,,,,,,,,,,,3.29,
1936/08,,,,,,,,,,,3.29,
1936/09,,,,,,,,,,,3.29,
1936/10,,,,,,,,,,,3.29,
1936/11,,,,,,,,,,,3.29,
1936/12,,,,,,,,,,,3.29,
1937/01,,,,,,,,,,,3.29,
1937/02,,,,,,,,,,,3.29,
1937/03,,,,,,,,,,,3.29,
1937/04,,,,,,,,,,,3.29,
1937/05,,,,,,,,,,,3.29,
1937/06,,,,,,,,,,,3.29,
1937/07,,,,,,,,,,,3.29,
1937/08,,,,,,,,,,,3.29,
1937/09,,,,,,,,,,,3.29,
1937/10,,,,,,,,,,,3.29,
1937/11,,,,,,,,,,,3.29,
1937/12,,,,,,,,,,,3.29,
1938/01,,,,,,,,,,,3.29,
1938/02,,,,,,,,,,,3.29,
1938/03,,,,,,,,,,,3.29,
1938/04,,,,,,,,,,,3.29,
1938/05,,,,,,,,,,,3.29,
1938/06,,,,,,,,,,,3.29,
1938/07,,,,,,,,,,,3.29,
1938/08,,,,,,,,,,,3.29,
1938/09,,,,,,,,,,,3.29,
1938/10,,,,,,,,,,,3.29,
1938/11,,,,,,,,,,,3.29,
1938/12,,,,,,,,,,,3.29,
1939/01,,,,,,,,,,,3.29,
1939/02,,,,,,,,,,,3.29,
1939/03,,,,,,,,,,,3.29,
1939/04,,,,,,,,,,,3.29,
1939/05,,,,,,,,,,,3.29,
1939/06,,,,,,,,,,,3.29,
1939/07,,,,,,,,,,,3.29,
1939/08,,,,,,,,,,,3.29,
1939/09,,,,,,,,,,,3.29,
1939/10,,,,,,,,,,,3.29,
1939/11,,,,,,,,,,,3.29,
1939/12,,,,,,,,,,,3.29,
1940/01,,,,,,,,,,,3.29,
1940/02,,,,,,,,,,,3.29,
1940/03,,,,,,,,,,,3.29,
1940/04,,,,,,,,,,,3.29,
1940/05,,,,,,,,,,,3.29,
1940/06,,,,,,,,,,,3.29,
1940/07,,,,,,,,,,,3.29,
1940/08,,,,,,,,,,,3.29,
1940/09,,,,,,,,,,,3.29,
1940/10,,,,,,,,,,,3.29,
1940/11,,,,,,,,,,,3.29,
1940/12,,,,,,,,,,,3.29,
1941/01,,,,,,,,,,,3.29,
1941/02,,,,,,,,,,,3.29,
1941/03,,,,,,,,,,,3.29,
1941/04,,,,,,,,,,,3.29,
1941/05,,,,,,,,,,,3.29,
1941/06,,,,,,,,,,,3.29,
1941/07,,,,,,,,,,,3.29,
1941/08,,,,,,,,,,,3.29,
1941/09,,,,,,,,,,,3.29,
1941/10,,,,,,,,,,,3.29,
1941/11,,,,,,,,,,,3.29,
1941/12,,,,,,,,,,,3.29,
1942/01,,,,,,,,,,,3.29,
1942/02,,,,,,,,,,,3.29,
1942/03,,,,,,,,,,,3.29,
1942/04,,,,,,,,,,,3.29,
1942/05,,,,,,,,,,,3.29,
1942/06,,,,,,,,,,,3.29,
1942/07,,,,,,,,,,,3.29,
1942/08,,,,,,,,,,,3.29,
1942/09,,,,,,,,,,,3.29,
1942/10,,,,,,,,,,,3.29,
1942/11,,,,,,,,,,,3.29,
1942/12,,,,,,,,,,,3.29,
1943/01,,,,,,,,,,,3.29,
1943/02,,,,,,,,,,,3.29,
1943/03,,,,,,,,,,,3.29,
1943/04,,,,,,,,,,,3.29,
1943/05,,,,,,,,,,,3.29,
1943/06,,,,,,,,,,,3.29,
1943/07,,,,,,,,,,,3.29,
1943/08,,,,,,,,,,,3.29,
1943/09,,,,,,,,,,,3.29,
1943/10,,,,,,,,,,,3.29,
1943/11,,,,,,,,,,,3.29,
1943/12,,,,,,,,,,,3.29,
1944/01,,,,,,,,,,,3.29,
1944/02,,,,,,,,,,,3.29,
1944/03,,,,,,,,,,,3.29,
1944/04,,,,,,,,,,,3.29,
1944/05,,,,,,,,,,,3.29,
1944/06,,,,,,,,,,,3.29,
1944/07,,,,,,,,,,,3.29,
1944/08,,,,,,,,,,,3.29,
1944/09,,,,,,,,,,,3.29,
1944/10,,,,,,,,,,,3.29,
1944/11,,,,,,,,,,,3.29,
1944/12,,,,,,,,,,,3.29,
1945/01,,,,,,,,,,,3.29,
1945/02,,,,,,,,,,,3.29,
1945/03,,,,,,,,,,,3.29,
1945/04,,,,,,,,,,,3.29,
1945/05,,,,,,,,,,,3.29,
1945/06,,,,,,,,,,,3.29,
1945/07,,,,,,,,,,,3.29,
1945/08,,,,,,,,,,,3.29,
1945/09,,,,,,,,,,,3.29,
1945/10,,,,,,,,,,,3.29,
1945/11,,,,,,,,,,,3.29,
1945/12,,,,,,,,,,,3.29,
1946/01,,,,,,,,,,,3.29,
1946/02,,,,,,,,,,,3.29,
1946/03,,,,,,,,,,,3.29,
1946/04,,,,,,,,,,,3.29,
1946/05,,,,,,,,,,,3.29,
1946/06,,,,,,,,,,,3.29,
1946/07,,,,,,,,,,,3.29,
1946/08,,,,,,,,,,,3.29,
1946/09,,,,,,,,,,,3.29,
1946/10,,,,,,,,,,,3.65,
1946/11,,,,,,,,,,,3.65,
1946/12,,,,,,,,,,,3.65,
1947/01,,,,,,,,,,,3.65,
1947/02,,,,,,,,,,,3.65,
1947/03,,,,,,,,,,,3.65,
1947/04,,,,,,,,,,,3.65,
1947/05,,,,,,,,,,,3.65,
1947/06,,,,,,,,,,,3.65,
1947/07,,,,,,,,,,,3.65,
1947/08,,,,,,,,,,,3.65,
1947/09,,,,,,,,,,,3.65,
1947/10,,,,,,,,,,,3.65,
1947/11,,,,,,,,,,,3.65,
1947/12,,,,,,,,,,,3.65,
1948/01,,,,,,,,,,,3.65,
1948/02,,,,,,,,,,,3.65,
1948/03,,,,,,,,,,,3.65,
1948/04,,,,,,,,,,,4.38,
1948/05,,,,,,,,,,,4.38,
1948/06,,,,,,,,,,,4.38,
1948/07,,,,,,,,,,,5.11,
1948/08,,,,,,,,,,,5.11,
1948/09,,,,,,,,,,,5.11,
1948/10,,,,,,,,,,,5.11,
1948/11,,,,,,,,,,,5.11,
1948/12,,,,,,,,,,,5.11,
1949/01,,,,,,,,,,,5.11,
1949/02,,,,,,,,,,,5.11,
1949/03,,,,,,,,,,,5.11,
1949/04,,,,,,,,,,,5.11,
1949/05,,,,,,,,,,,5.11,
1949/06,,,,,,,,,,,5.11,
1949/07,,,,,,,,,,,5.11,
1949/08,,,,,,,,,,,5.11,
1949/09,,,,,,,,,,,5.11,
1949/10,,,,,,,,,,,5.11,
1949/11,,,,,,,,,,,5.11,
1949/12,,,,,,,,,,,5.11,
1950/01,,,,,,,,,,,5.11,
1950/02,,,,,,,,,,,5.11,
1950/03,,,,,,,,,,,5.11,
1950/04,,,,,,,,,,,5.11,
1950/05,,,,,,,,,,,5.11,
1950/06,,,,,,,,,,,5.11,
1950/07,,,,,,,,,,,5.11,
1950/08,,,,,,,,,,,5.11,
1950/09,,,,,,,,,,,5.11,
1950/10,,,,,,,,,,,5.11,
1950/11,,,,,,,,,,,5.11,
1950/12,,,,,,,,,,,5.11,
1951/01,,,,,,,,,,,5.11,
1951/02,,,,,,,,,,,5.11,
1951/03,,,,,,,,,,,5.11,
1951/04,,,,,,,,,,,5.11,
1951/05,,,,,,,,,,,5.11,
1951/06,,,,,,,,,,,5.11,
1951/07,,,,,,,,,,,5.11,
1951/08,,,,,,,,,,,5.11,
1951/09,,,,,,,,,,,5.11,
1951/10,,,,,,,,,,,5.84,
1951/11,,,,,,,,,,,5.84,
1951/12,,,,,,,,,,,5.84,
1952/01,,,,,,,,,,,5.84,
1952/02,,,,,,,,,,,5.84,
1952/03,,,,,,,,,,,5.84,
1952/04,,,,,,,,,,,5.84,
1952/05,,,,,,,,,,,5.84,
1952/06,,,,,,,,,,,5.84,
1952/07,,,,,,,,,,,5.84,
1952/08,,,,,,,,,,,5.84,
1952/09,,,,,,,,,,,5.84,
1952/10,,,,,,,,,,,5.84,
1952/11,,,,,,,,,,,5.84,
1952/12,,,,,,,,,,,5.84,
1953/01,,,,,,,,,,,5.84,
1953/02,,,,,,,,,,,5.84,
