AGE_GROUP_ID;FREQUENCY;DATE;REGION_NAME;AGE_GROUP_NAME;REGION_ID;VALUE;INDICATOR_ID;INDICATOR_NAME;REGION_REGIONID;SEX_ID;SEX_NAME
KN.AG1;Annual;2032;Kerala;All Age;IN-KL;36746.0;KN.A1;Projected Population;IN-KL;KN.TTL;Both Sex
KN.AG1;Annual;2035;Kerala;All Age;IN-KL;36898.0;KN.A1;Projected Population;IN-KL;KN.TTL;Both Sex
KN.AG1;Annual;2015;Kerala;All Age;IN-KL;19653.0;KN.A2;Projected Urban Population;IN-KL;KN.TTL;Both Sex
KN.AG1;Annual;2022;Kerala;All Age;IN-KL;26079.0;KN.A2;Projected Urban Population;IN-KL;KN.TTL;Both Sex
KN.AG1;Annual;2026;Kerala;All Age;IN-KL;29465.0;KN.A2;Projected Urban Population;IN-KL;KN.TTL;Both Sex
KN.AG1;Annual;2028;Kerala;All Age;IN-KL;30976.0;KN.A2;Projected Urban Population;IN-KL;KN.TTL;Both Sex
KN.AG1;Annual;2012;Madhya Pradesh;All Age;IN-MP;73863.0;KN.A1;Projected Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2018;Madhya Pradesh;All Age;IN-MP;81090.0;KN.A1;Projected Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2025;Madhya Pradesh;All Age;IN-MP;88641.0;KN.A1;Projected Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2031;Madhya Pradesh;All Age;IN-MP;94057.0;KN.A1;Projected Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2035;Madhya Pradesh;All Age;IN-MP;97055.0;KN.A1;Projected Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2018;Madhya Pradesh;All Age;IN-MP;23061.0;KN.A2;Projected Urban Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2028;Madhya Pradesh;All Age;IN-MP;27004.0;KN.A2;Projected Urban Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2031;Madhya Pradesh;All Age;IN-MP;28085.0;KN.A2;Projected Urban Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2033;Madhya Pradesh;All Age;IN-MP;28738.0;KN.A2;Projected Urban Population;IN-MP;KN.TTL;Both Sex
KN.AG1;Annual;2013;Maharashtra;All Age;IN-MH;114915.0;KN.A1;Projected Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2015;Maharashtra;All Age;IN-MH;117456.0;KN.A1;Projected Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2018;Maharashtra;All Age;IN-MH;121011.0;KN.A1;Projected Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2029;Maharashtra;All Age;IN-MH;131794.0;KN.A1;Projected Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2032;Maharashtra;All Age;IN-MH;134114.0;KN.A1;Projected Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2035;Maharashtra;All Age;IN-MH;136101.0;KN.A1;Projected Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2014;Maharashtra;All Age;IN-MH;53515.0;KN.A2;Projected Urban Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2016;Maharashtra;All Age;IN-MH;55342.0;KN.A2;Projected Urban Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2027;Maharashtra;All Age;IN-MH;64572.0;KN.A2;Projected Urban Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2032;Maharashtra;All Age;IN-MH;68373.0;KN.A2;Projected Urban Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2033;Maharashtra;All Age;IN-MH;69079.0;KN.A2;Projected Urban Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2036;Maharashtra;All Age;IN-MH;71225.0;KN.A2;Projected Urban Population;IN-MH;KN.TTL;Both Sex
KN.AG1;Annual;2012;Manipur;All Age;IN-MN;2887.0;KN.A1;Projected Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2013;Manipur;All Age;IN-MN;2918.0;KN.A1;Projected Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2026;Manipur;All Age;IN-MN;3311.0;KN.A1;Projected Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2033;Manipur;All Age;IN-MN;3485.0;KN.A1;Projected Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2027;Manipur;All Age;IN-MN;1118.0;KN.A2;Projected Urban Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2031;Manipur;All Age;IN-MN;1190.0;KN.A2;Projected Urban Population;IN-MN;KN.TTL;Both Sex
KN.AG1;Annual;2011;Meghalaya;All Age;IN-ML;2967.0;KN.A1;Projected Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2012;Meghalaya;All Age;IN-ML;2999.0;KN.A1;Projected Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2013;Meghalaya;All Age;IN-ML;3032.0;KN.A1;Projected Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2025;Meghalaya;All Age;IN-ML;3410.0;KN.A1;Projected Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2030;Meghalaya;All Age;IN-ML;3550.0;KN.A1;Projected Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2034;Meghalaya;All Age;IN-ML;3643.0;KN.A1;Projected Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2035;Meghalaya;All Age;IN-ML;3664.0;KN.A1;Projected Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2012;Meghalaya;All Age;IN-ML;603.0;KN.A2;Projected Urban Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2015;Meghalaya;All Age;IN-ML;627.0;KN.A2;Projected Urban Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2027;Meghalaya;All Age;IN-ML;723.0;KN.A2;Projected Urban Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2033;Meghalaya;All Age;IN-ML;765.0;KN.A2;Projected Urban Population;IN-ML;KN.TTL;Both Sex
KN.AG1;Annual;2012;Mizoram;All Age;IN-MZ;581.0;KN.A2;Projected Urban Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2026;Mizoram;All Age;IN-MZ;709.0;KN.A2;Projected Urban Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2027;Mizoram;All Age;IN-MZ;718.0;KN.A2;Projected Urban Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2033;Mizoram;All Age;IN-MZ;768.0;KN.A2;Projected Urban Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2034;Mizoram;All Age;IN-MZ;776.0;KN.A2;Projected Urban Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2036;Mizoram;All Age;IN-MZ;791.0;KN.A2;Projected Urban Population;IN-MZ;KN.TTL;Both Sex
KN.AG1;Annual;2014;Nagaland;All Age;IN-NL;2043.0;KN.A1;Projected Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2019;Nagaland;All Age;IN-NL;2150.0;KN.A1;Projected Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2023;Nagaland;All Age;IN-NL;2233.0;KN.A1;Projected Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2028;Nagaland;All Age;IN-NL;2331.0;KN.A1;Projected Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2034;Nagaland;All Age;IN-NL;2429.0;KN.A1;Projected Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2013;Nagaland;All Age;IN-NL;639.0;KN.A2;Projected Urban Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2017;Nagaland;All Age;IN-NL;784.0;KN.A2;Projected Urban Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2019;Nagaland;All Age;IN-NL;861.0;KN.A2;Projected Urban Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2025;Nagaland;All Age;IN-NL;1107.0;KN.A2;Projected Urban Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2028;Nagaland;All Age;IN-NL;1236.0;KN.A2;Projected Urban Population;IN-NL;KN.TTL;Both Sex
KN.AG1;Annual;2013;Odisha;All Age;IN-OR;42436.0;KN.A1;Projected Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2023;Odisha;All Age;IN-OR;44291.0;KN.A1;Projected Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2025;Odisha;All Age;IN-OR;44548.0;KN.A1;Projected Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2030;Odisha;All Age;IN-OR;44942.0;KN.A1;Projected Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2015;Odisha;All Age;IN-OR;7464.0;KN.A2;Projected Urban Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2021;Odisha;All Age;IN-OR;8148.0;KN.A2;Projected Urban Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2029;Odisha;All Age;IN-OR;9001.0;KN.A2;Projected Urban Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2031;Odisha;All Age;IN-OR;9210.0;KN.A2;Projected Urban Population;IN-OR;KN.TTL;Both Sex
KN.AG1;Annual;2023;Punjab;All Age;IN-PB;30730.0;KN.A1;Projected Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2025;Punjab;All Age;IN-PB;31122.0;KN.A1;Projected Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2032;Punjab;All Age;IN-PB;32201.0;KN.A1;Projected Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2019;Punjab;All Age;IN-PB;12056.0;KN.A2;Projected Urban Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2023;Punjab;All Age;IN-PB;12853.0;KN.A2;Projected Urban Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2025;Punjab;All Age;IN-PB;13243.0;KN.A2;Projected Urban Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2029;Punjab;All Age;IN-PB;13988.0;KN.A2;Projected Urban Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2030;Punjab;All Age;IN-PB;14174.0;KN.A2;Projected Urban Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2031;Punjab;All Age;IN-PB;14360.0;KN.A2;Projected Urban Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2032;Punjab;All Age;IN-PB;14531.0;KN.A2;Projected Urban Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2035;Punjab;All Age;IN-PB;15051.0;KN.A2;Projected Urban Population;IN-PB;KN.TTL;Both Sex
KN.AG1;Annual;2011;Rajasthan;All Age;IN-RJ;68548.0;KN.A1;Projected Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2018;Rajasthan;All Age;IN-RJ;76256.0;KN.A1;Projected Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2022;Rajasthan;All Age;IN-RJ;80153.0;KN.A1;Projected Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2022;Rajasthan;All Age;IN-RJ;21218.0;KN.A2;Projected Urban Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2024;Rajasthan;All Age;IN-RJ;21912.0;KN.A2;Projected Urban Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2030;Rajasthan;All Age;IN-RJ;23872.0;KN.A2;Projected Urban Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2032;Rajasthan;All Age;IN-RJ;24502.0;KN.A2;Projected Urban Population;IN-RJ;KN.TTL;Both Sex
KN.AG1;Annual;2019;Sikkim;All Age;IN-SK;664.0;KN.A1;Projected Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2020;Sikkim;All Age;IN-SK;670.0;KN.A1;Projected Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2022;Sikkim;All Age;IN-SK;321.0;KN.A2;Projected Urban Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2023;Sikkim;All Age;IN-SK;338.0;KN.A2;Projected Urban Population;IN-SK;KN.TTL;Both Sex
KN.AG1;Annual;2011;Tamil Nadu;All Age;IN-TN;72147.0;KN.A1;Projected Population;IN-TN;KN.TTL;Both Sex
KN.AG1;Annual;2020;Tamil Nadu;All Age;IN-TN;76049.0;KN.A1;Projected Population;IN-TN;KN.TTL;Both Sex
KN.AG1;Annual;2023;Tamil Nadu;All Age;IN-TN;76860.0;KN.A1;Projected Population;IN-TN;KN.TTL;Both Sex
