FREQUENCY;DATE;REGION_ID;REGION_NAME;REGION_NOTES;VARIABLE_NAME;VALUE;VARIABLE_ID
Annual;1971;IN-MZ;Mizoram;;Decennial Population by Census;332390.0;KN.DN.PP.CC
Annual;1981;IN-MZ;Mizoram;;Decennial Population by Census;493757.0;KN.DN.PP.CC
Annual;1991;IN-MZ;Mizoram;;Decennial Population by Census;689756.0;KN.DN.PP.CC
Annual;2001;IN-MZ;Mizoram;;Decennial Population by Census;888573.0;KN.DN.PP.CC
Annual;1901;IN-NL;Nagaland;;Decennial Population by Census;101550.0;KN.DN.PP.CC
Annual;1941;IN-NL;Nagaland;;Decennial Population by Census;189641.0;KN.DN.PP.CC
Annual;1951;IN-NL;Nagaland;;Decennial Population by Census;212975.0;KN.DN.PP.CC
Annual;1921;IN-OR;Orissa;;Decennial Population by Census;11158586.0;KN.DN.PP.CC
Annual;1971;IN-PB;Punjab;;Decennial Population by Census;13551060.0;KN.DN.PP.CC
Annual;2001;IN-PB;Punjab;;Decennial Population by Census;24358999.0;KN.DN.PP.CC
Annual;1911;IN-RJ;Rajasthan;;Decennial Population by Census;10983509.0;KN.DN.PP.CC
Annual;2001;IN-RJ;Rajasthan;;Decennial Population by Census;56507188.0;KN.DN.PP.CC
Annual;1961;IN-PY;Pondicherry;;Decennial Population by Census;369079.0;KN.DN.PP.CC
Annual;2011;IN-AS;Assam;;Decennial Population by Census;31205576.0;KN.DN.PP.CC
Annual;2011;IN-CG;Chhattisgarh;;Decennial Population by Census;25545198.0;KN.DN.PP.CC
Annual;2011;IN-MH;Maharashtra;;Decennial Population by Census;112374333.0;KN.DN.PP.CC
Annual;2011;IN-MZ;Mizoram;;Decennial Population by Census;1097206.0;KN.DN.PP.CC
Annual;2011;IN-SK;Sikkim;;Decennial Population by Census;610577.0;KN.DN.PP.CC
Annual;2011;IN-TR;Tripura;;Decennial Population by Census;3673917.0;KN.DN.PP.CC
Annual;1911;IN-UT;Uttarakhand;;Decennial Population by Census;48154921.0;KN.DN.PP.CC
Annual;1941;IN-UT;Uttarakhand;;Decennial Population by Census;56535170.0;KN.DN.PP.CC
Annual;1951;IN-UT;Uttarakhand;;Decennial Population by Census;60273743.0;KN.DN.PP.CC
Annual;2011;IN-WB;West Bengal;;Decennial Population by Census;91276115.0;KN.DN.PP.CC
Annual;2011;IN-LD;Lakshadweep;;Decennial Population by Census;64473.0;KN.DN.PP.CC
Annual;1931;KN.IN;India;;Decennial Population by Census;278977238.0;KN.DN.PP.CC
Annual;1941;IN-AP;Andhra Pradesh;;Decennial Population by Census;27289340.0;KN.DN.PP.CC
Annual;1921;IN-BR;Bihar;;Decennial Population by Census;28126675.0;KN.DN.PP.CC
Annual;1981;IN-HR;Haryana;;Decennial Population by Census;12922119.0;KN.DN.PP.CC
Annual;1901;IN-JK;Jammu & Kashmir;Area figures includes the area under unlawaful occupation of Pakistan and China.  The area includes 78,114 sq.km.     under illegal occupation of Pakistan,   5,180 sq. km.illegally  handed over by Pakistan to China and 37,555 sq.km.   under illegal  occup;Decennial Population by Census;2139362.0;KN.DN.PP.CC
Annual;1991;IN-JH;Jharkhand;;Decennial Population by Census;21843911.0;KN.DN.PP.CC
Annual;1911;IN-BR;Bihar;;Decennial Population by Census;28314281.0;KN.DN.PP.CC
Annual;1911;IN-GJ;Gujarat;;Decennial Population by Census;9803587.0;KN.DN.PP.CC
Annual;1971;IN-JK;Jammu & Kashmir;Area figures includes the area under unlawaful occupation of Pakistan and China.  The area includes 78,114 sq.km.     under illegal occupation of Pakistan,   5,180 sq. km.illegally  handed over by Pakistan to China and 37,555 sq.km.   under illegal  occup;Decennial Population by Census;4616632.0;KN.DN.PP.CC
Annual;1911;IN-AP;Andhra Pradesh;;Decennial Population by Census;21447412.0;KN.DN.PP.CC
Annual;1971;IN-AR;Arunachal Pradesh;;Decennial Population by Census;467511.0;KN.DN.PP.CC
Annual;2001;IN-AR;Arunachal Pradesh;;Decennial Population by Census;1097968.0;KN.DN.PP.CC
Annual;1911;IN-AS;Assam;;Decennial Population by Census;3848617.0;KN.DN.PP.CC
Annual;1961;IN-AS;Assam;;Decennial Population by Census;10837329.0;KN.DN.PP.CC
Annual;1991;IN-AS;Assam;;Decennial Population by Census;22414322.0;KN.DN.PP.CC
Annual;1931;IN-BR;Bihar;;Decennial Population by Census;31347108.0;KN.DN.PP.CC
Annual;1961;IN-BR;Bihar;;Decennial Population by Census;46447457.0;KN.DN.PP.CC
Annual;1951;IN-CG;Chhattisgarh;;Decennial Population by Census;7456706.0;KN.DN.PP.CC
Annual;2001;IN-CG;Chhattisgarh;;Decennial Population by Census;20833803.0;KN.DN.PP.CC
Annual;1931;IN-GA;Goa;;Decennial Population by Census;505281.0;KN.DN.PP.CC
Annual;1961;IN-GA;Goa;;Decennial Population by Census;589997.0;KN.DN.PP.CC
Annual;1951;IN-GJ;Gujarat;;Decennial Population by Census;16262657.0;KN.DN.PP.CC
Annual;1991;IN-GJ;Gujarat;;Decennial Population by Census;41309582.0;KN.DN.PP.CC
Annual;1911;IN-HR;Haryana;;Decennial Population by Census;4174677.0;KN.DN.PP.CC
Annual;1901;IN-HP;Himachal Pradesh;;Decennial Population by Census;1920294.0;KN.DN.PP.CC
Annual;1961;IN-HP;Himachal Pradesh;;Decennial Population by Census;2812463.0;KN.DN.PP.CC
Annual;1911;IN-JK;Jammu & Kashmir;Area figures includes the area under unlawaful occupation of Pakistan and China.  The area includes 78,114 sq.km.     under illegal occupation of Pakistan,   5,180 sq. km.illegally  handed over by Pakistan to China and 37,555 sq.km.   under illegal  occup;Decennial Population by Census;2292535.0;KN.DN.PP.CC
Annual;1951;IN-JK;Jammu & Kashmir;Area figures includes the area under unlawaful occupation of Pakistan and China.  The area includes 78,114 sq.km.     under illegal occupation of Pakistan,   5,180 sq. km.illegally  handed over by Pakistan to China and 37,555 sq.km.   under illegal  occup;Decennial Population by Census;3253852.0;KN.DN.PP.CC
Annual;1961;IN-JK;Jammu & Kashmir;Area figures includes the area under unlawaful occupation of Pakistan and China.  The area includes 78,114 sq.km.     under illegal occupation of Pakistan,   5,180 sq. km.illegally  handed over by Pakistan to China and 37,555 sq.km.   under illegal  occup;Decennial Population by Census;3560976.0;KN.DN.PP.CC
Annual;1951;IN-JH;Jharkhand;;Decennial Population by Census;9697254.0;KN.DN.PP.CC
Annual;1931;IN-KA;Karnataka;;Decennial Population by Census;14632992.0;KN.DN.PP.CC
Annual;1901;IN-KL;Kerala;;Decennial Population by Census;6396262.0;KN.DN.PP.CC
Annual;1931;IN-KL;Kerala;;Decennial Population by Census;9507050.0;KN.DN.PP.CC
Annual;1941;IN-KL;Kerala;;Decennial Population by Census;11031541.0;KN.DN.PP.CC
Annual;1991;IN-MP;Madhya Pradesh;;Decennial Population by Census;48566242.0;KN.DN.PP.CC
Annual;1901;IN-ML;Meghalaya;;Decennial Population by Census;340524.0;KN.DN.PP.CC
Annual;1941;IN-OR;Orissa;;Decennial Population by Census;13767988.0;KN.DN.PP.CC
Annual;1991;IN-OR;Orissa;;Decennial Population by Census;31659736.0;KN.DN.PP.CC
Annual;1931;IN-PB;Punjab;;Decennial Population by Census;8012325.0;KN.DN.PP.CC
Annual;1951;IN-RJ;Rajasthan;;Decennial Population by Census;15970774.0;KN.DN.PP.CC
Annual;1971;IN-RJ;Rajasthan;;Decennial Population by Census;25765806.0;KN.DN.PP.CC
Annual;1921;IN-SK;Sikkim;;Decennial Population by Census;81721.0;KN.DN.PP.CC
Annual;1941;IN-SK;Sikkim;;Decennial Population by Census;121520.0;KN.DN.PP.CC
Annual;1961;IN-SK;Sikkim;;Decennial Population by Census;162189.0;KN.DN.PP.CC
Annual;2001;IN-SK;Sikkim;;Decennial Population by Census;540851.0;KN.DN.PP.CC
Annual;1931;IN-TN;Tamil Nadu;;Decennial Population by Census;23472099.0;KN.DN.PP.CC
Annual;1901;IN-TR;Tripura;;Decennial Population by Census;173325.0;KN.DN.PP.CC
Annual;1961;IN-TR;Tripura;;Decennial Population by Census;1142005.0;KN.DN.PP.CC
Annual;1991;IN-TR;Tripura;;Decennial Population by Census;2757205.0;KN.DN.PP.CC
Annual;2001;IN-TR;Tripura;;Decennial Population by Census;3199203.0;KN.DN.PP.CC
Annual;1961;IN-WB;West Bengal;;Decennial Population by Census;34926279.0;KN.DN.PP.CC
Annual;1971;IN-WB;West Bengal;;Decennial Population by Census;44312011.0;KN.DN.PP.CC
Annual;2001;IN-WB;West Bengal;;Decennial Population by Census;80176197.0;KN.DN.PP.CC
Annual;1911;IN-AN;Andaman and Nicobar Islands;;Decennial Population by Census;26459.0;KN.DN.PP.CC
Annual;1981;IN-AN;Andaman and Nicobar Islands;;Decennial Population by Census;188741.0;KN.DN.PP.CC
Annual;2001;IN-AN;Andaman and Nicobar Islands;;Decennial Population by Census;356152.0;KN.DN.PP.CC
Annual;1901;IN-CH;Chandigarh;;Decennial Population by Census;21967.0;KN.DN.PP.CC
Annual;1961;IN-CH;Chandigarh;;Decennial Population by Census;119881.0;KN.DN.PP.CC
Annual;1941;IN-DN;Dadra and Nagar Haveli;;Decennial Population by Census;40441.0;KN.DN.PP.CC
Annual;1961;IN-DN;Dadra and Nagar Haveli;;Decennial Population by Census;57963.0;KN.DN.PP.CC
Annual;1981;IN-DN;Dadra and Nagar Haveli;;Decennial Population by Census;103676.0;KN.DN.PP.CC
Annual;1991;IN-DN;Dadra and Nagar Haveli;;Decennial Population by Census;138477.0;KN.DN.PP.CC
Annual;1901;IN-DD;Daman & Diu;;Decennial Population by Census;32005.0;KN.DN.PP.CC
Annual;1971;IN-DD;Daman & Diu;;Decennial Population by Census;62651.0;KN.DN.PP.CC
Annual;1901;IN-DL;Delhi;;Decennial Population by Census;405819.0;KN.DN.PP.CC
Annual;1931;IN-DL;Delhi;;Decennial Population by Census;636246.0;KN.DN.PP.CC
Annual;1981;IN-DL;Delhi;;Decennial Population by Census;6220406.0;KN.DN.PP.CC
Annual;1931;IN-LD;Lakshadweep;;Decennial Population by Census;16040.0;KN.DN.PP.CC
